Username,Comment
@Kaiiff,"Love from Pakistan ❤
Your voice is wow 😂"
@dhirenda,Sir your are always amazing❤❤
@artistvisaulia,pure comedy
@Teresangsa,Bhai intro song name 😢
@neweraclasses2363,Awesome comedy ❤❤❤❤❤❤❤❤❤
@mishageorge204,Awesome
@ghoomketu5126,Mast hai video
@jonamusic1834,OG
@sunilvrh,very funny
@muftinadeem5287,nice
@SanjeevSingh-od1wm,"Pure content...
Well done.. keep it up"
@sonidubey432,"Best comedy I have ever seen  before..... Mind blowing without humiliating anyone you have done fantastic work. Talking about depression, loneliness, office ethics, parental pressure, traveling and what not..... But it is very crisp and in  good humourous ways. Fantastic 🤩"
@Sharrrrryk_28,😂😂😂😂best video
@aGolemBoy,19:21 Roop badal liya 😂
@Ab-mo3lx,Class comedy... Just fun... Hats off 😂😂
@anuragpatyal7543,Love u bhai
@Lovewithvikas,Ravi bhai love you gajab banayi h yrrr
@praveencma5894,mast hai bhai
@SonalYadav-fz8vc,You're just owsmmmmm
@askyourquestion-abhaysingh4974,Mujhe nhi aa rhi hasi pata nhi kyun
@Amaryadav257,Hi bro chennai ka ticket nahi dikha Raha book my show mein any other possibility for tickets
@Biswajitdaloi,Don't recommend to share with family 😂😂
@pdongare8328,Intro song namee
@pragyaprasad2504,Ravi ji waahhh ji ❤😂
@vipulsrivastava2247,Amazing bhai amazing😂😂😂....I'm your big fan...
@SureshVerma_Official,"Reply karoge is liye bata he deta hu
Ki video kaise lagi 😂

Aaj Sara din Monday ka matam machane ke baad,
Mein Ghar par baitha bore ho Raha tha,
Itna bore hua ki pani he nahi nikla,
Phir boriyat dur karne ke liye mein bhi solo chala gya - Instagram Chalane
Insta par kuch MMS dekhkar mein thak gya tha,
Ab mujhe chahiye tha kuch motivational,
Mall tou afford nahi kar sakta tha tou meine do peg laga liye,
Peg lagane ke baad Bhai ka call aya ki ""Gupta Ji ka Dhaba"" tou nahi ayega isliye Jo unka video aya hai woh dekh.
Video dekhte huye Ghar ke sadsyo ne mujhe dekh liya,
Unhe laga mein pagal ho gya hu (hass raha tha),
Meine unko bataya ki tum ye video dekho,
Video dekhte huye unhe gussa raha tha,
.
Jo meri Jaan ke dushman ban gye the.
Aur ab mein ye bhagte huye comment kar Raha hun,
,
Ab aap mujhe batana ki ""Comment"" kaisa laga😅"
@rushangamer4100,Mood bana diya sir...😂
@iitian3672,"watching many times then allso it is so funnnyyyyyyyyyyy

!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!1"
@royabhi95,2:38 2:40 😂
@next__6741,Doppelgänger of Arijit singh 😂
@abhishala8986,Bahut acchi lagi bhai
@रियालोहार,🤩🤩🤩🤩🤩
@रियालोहार,😂😂😂😂😂😂😂😂😂
@poojajoshi4589,Full on comedy 😂😂
@CivilEngineeringMCQs,❤❤❤
@rohitrewani6387,Mast h ekdum 😂
@mishraanubhav1989,😂😂😂
@venkyrangala,Well done 👏🏾😂😄
@DheerajYadav-tx7mk,Apk viewers apke subscribers se jada tadaat me hai😅😅
@misslahre869,😅😅😅😅😅😅😅😅😅😂😂😂😂😂😂
@ShubhamKumar-iq3ls,Funniest in ages. Awesome and sober
@safrojkhan1769,Arijit Singh+ Pankaj= pankaj tripathi 😂
@V-420,Who are watching more than. One1 times
@VishalSharma-rk2if,Acchi hai ye!!!!!! Aapka word ka twist karna bahut pasand hai!
@V-420,I watched many times ❤
@Gudia888,"""Pretty sure my abs hurt from laughing so hard. Thanks for the workout, Ravi! ""😅😅"
@Gudia888,Main life mein bahut positive hun negative cheez ko leke 😂😂😂
@AbhishekKumar-rm5bx,😂😂😂😂😂😂😂😂
@PradeepAhirwar06,Kaafi jagha pdha pr smj yaha se aaya😅❤
@shivanshkumar1855,healthy comedia are less..u r gem sir
@priyanshi01356,"I never see stand up comedies coz of they cringe due to their faltu punches and unnecessary vulgarity but you, you're gem 💎  I watched all yours shorts multiple times"
@aribaali52001,❤
@komalprasadsahu7609,Bhai sahi video maza aa gya
@rishabhnautiyal7434,Bhai 20 min. Waste krdiye 😢 hasi n aayi
@adarshjha8988,Mja aagya bawa😂
@vivekanandnayak,Thanks
@vinushikaridhal,❤
@OldSchoolKanyaa,"Shudh Desi Comic naam ke channel pe aapke saare mini vlogs pade hain bhaiya ...waapas le lo.
APNA SA MUH LEKAR MAT RAHO"
@iamprashantverma,😂😂😂😂😂
@shreyaacharya5795,Bro follows osho🤭😁
@shreyaacharya5795,Why does he seems like exactly me🤣
@respawn_ff,❤
@mydiscovery7924,Bhai 🤪🤪😅
@Principle.,"इससे ज़्यादा हसी मुझे आज तक किसी कॉमेडी में नहीं आई, और आपकी यात्रा के videos में भी मस्त कॉमेडी रहती है, हो सके तो यात्रा की वीडियो लम्बी बनायें"
@S.R.GMight,"''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''';;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;............................................................................,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[[[[[[[[[[[[[[[[[[[[[[[[[[[]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]]];;;;;;;;;;;;;;;;;;;;;;;''''''''''''''''''''''''''''''''''''''''''''''''''//////////////////////////////////////////////////////////////////////////////////"
@siddharth632,i subscribed you after watching this video.
@siddharth632,amazing..... genuine laughter. kudos
@01_Pravinkumar,❤
@SavageReplies_,Congratulations for 10M bhai 🎉❤
@lukemars7726,Suna h aap humare fest mein aa rhe ho 😂
@abhamishra9574,You stand out man.
@Naziya0709,Maza hi aa gaya...
@Aryavratpancholi,👌👌👌👌
@ickio8398,"Ye video puri dekhne se aapko koi nhi rok sakta aap khud bhi nahi😂🎉🎉
Much love ❤"
@Chetanrocks,Nice
@harshalmahajan3670,Aur bhi videos dekh leta hu. Guptaji ki comedy khi chuk na jaye.
@vickychhabda6,Sasta arjit Singh 😂😂
@onceappuonatime,Glad to see Arijit Singh try stand up comedy
@pranshu_007,Itni sasti comedy
@Rishabh410,"Bhaai apse bada comedian koi nai
I love your comedy❤❤❤❤❤ waaaaaaawwooo❤❤❤😮"
@studywithshubhamsemwal,Amazing Set. Laughed so hard. Best Part - Family friendly content and better than the so called comedians 😂
@vickynavlani8623,Bhai full faadooo... Maza aa gaya
@irfankhann1200,Bhut hi badiya video thi Ravi sir
@shivratan6972,❤️❤️❤️👌👌👌 love u 💞 bhai
@subhashsingh7772,Bulla ki jana me kaun
@rahularya8633,"jitna ganda socha tha usse kahi  jyada ganda nikla bakiyon ki comedy 
u r amzing ... 
pure jokes , perfect punches ,best timing 
maza hi aa gaya boss 
totally loved it"
@mdhedayatullah449,Mind blowing
@gangakinarewala,khatarnaaak 🤣🤣🤣🤣🤣🤣🤣🤣🤣
@vivaanya123,Love your content. This is one of your best video
@zubydubydoo5613,Looks like Arijit sing😂😂😂
@gavimardhan,Need sense of humor
@gavimardhan,Pure talent ❤❤❤❤❤
@FirastiSumit,Sabse best video.🤣🤣🤣🤣🤣🤣 Mene sabko share kiya
@gaurabthapa6173,Abey arijit singh kab sey standup krney laga ???
@kanhaiyakumar3928,Awesome bro😂
@koushikroyzxxz6167,Arijit singh singing chorke ye sab karne laga kya?
@The_real-Timepass,❤❤
@amairagrover4877,Always badiya
@kanhaiyakamble9145,Bahut hasa hu Bhai 😂😂😂😂
@aproudxavier9861,I enjoyed 😂😂🎉
@shivayRocks,भैया कानपुर आ जाओ हम लोग भी आपका शो देख ले 🙏🏻
@anshulrdx5348,Mal mast he beo😂
@RahulSharma-lw3ei,"Comment nahi karunga… Kya Ukhaad loge ? 
P.S. Bhurii kaha reh gai yaar!😅"
@ashutosh2427,1 Number Bhai❤
@nishithrastogi1034,Witty nature of your jokes makes your simple stories more hilarious. Keep up the fun work
@sgd9064,"बेटा, सचमुच अच्छी बनी है वीडियो,  किसी की पूरी वीडियो देखना मेरे लिए बहुत मुश्किल है,पर मैंने ये वीडियो देखकर कब खत्म की मुझे पता ही नहीं चला।"
@SillyHumorr,people who disliked this video doesn't know what is the real sarcasm 😂😂
@Anil_Sapavath,He looks like Arijit Singh
@vijayraaz8881,Love this man
@bindugorawa303,😂😂
@iknowyouraddress69,Unfunny Arijit Singh
@poet_Mkpotter143,Khhaattaarrnnaakk bhai 🔥🔥
@jhaprakash09,Bhai gajab ho aap desi pan maja aa gya
@chemisterywallah4829,Nixe nro
@learn-earn-growrehankhan5148,ये प्रजाति आपको हंसा कर ही छोड़ेगा😅😅
@legend_aayush4610,bhaiya please come agra...
@sadhnachauhan7518,His style of speaking make laugh more than his jokes😂😂
@pundlikpawar9642,Super hit company Ravi sir 😅😊
@vivekparashar7709,Bhaivlove u yaar😂😂
@trilochansharma7366,गुप्ता जी बहुत मजा आया आपकी वीडियो देखकर 😂
@DhruwPs-n7y,Arre yrrrr....mai khada tha pathar le ke 😂😂😂
@mohdfaisal5128,Hilarious
@EX-Bureaucrat,"अगर एनडीए और बीजेपी फिर से सत्ता में आई तो पढ़े लिखे एजुकेटेड यूथ सिर्फ सुसाइड ही करेंगे इसीलिए अपोजिशन को मजबूत बनाओ और Right to work k liye आंदोलन करना शुरू करो मास्टर्स डिग्री ph.d  वाले बिना रोजगार घूम रहे सबसे ज्यादा बेरोजगारी मेट्रो सिटीज अर्बन सिटी में है
और कोई भी ३० हज़ार से कम कमाने वाले मर्द  की शादी करने का कोई हक नही है।
२५ साल के लड़के बिना रोजगार बिना गर्लफ्रेंड बिना शादी घूम रहे तो क्राइम तो बढ़ेगा ही पॉलिटिशियन सिर्फ अपने बेटा बेटी के लिए कर रहे हैं  उनके लिए गांव से लेकर सिटी तक बंगलो बनवा रहे बिजनेस चला रहे"
@ashishnaik2084,Brilliant..
@Chlaja..,Love you arijit bhai❤
@H_A_N_A281,Guwahati kiu nhi
@ashutoshawasthi7504,Kya baat h👏👏👏
@GauravYadav-if5fl,Too good 👌
@queenbeeaimie,He is Like a magician
@queenbeeaimie,Kisi chij ko dil se chaho to puri kaynat ko... Ghanta frk nahi padta 😂😂😂😂😂 Truest lines man
@vivek6421,😂
@shahnawajalam9103,Bhayya g wipe se dhuwa aa raha hai ki Nahi ? 😅
@navneeta06,Arijit ji
@amitkumar0303,Mein bhains ka intezar kar raha hu 😂😂😂😂😂😂😂 Epic
@amitkumar0303,Gazab ka attitude 😂😂😂
@nayeemgori7058,Amazing way of presentation..... Hilarious 🤣
@raviseatcover91,Mazza aa gya
@myadvice8233,"Please come Guwahati 
Love from Guwahati ❤"
@samose9138,Amazing bhai
@carenthuiast,Youtube recommendations is good sometimes
@hospitalityhub5745,Bahut amazing bhai haste haste ruka hi nhi gya puri video me really amazing bhai ap 😀 😊 😄 ❤️ 😍
@rkMamta0509,😂😂👍🏼👍🏼
@gaurishkarn2524,Perfect 😊
@रुद्रशंकरठाकुर,Jabardast humour 👉👍👌👌
@malharmali6312,jabardast😂😂😂
@musicart4310,😂😂😂😂😂😂😂😂😂❤❤❤❤❤❤🎉🎉😂😂😂😂❤❤❤😂😂😂😂😂🎉🎉🎉🎉🎉😂😂😂😂❤❤❤❤❤❤❤😂😂😂😂❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤😂😂😂😂😂😂😂❤❤🎉🎉🎉🎉🎉🎉🎉🎉🎉🎉❤❤❤😂😂😂😂😂😂
@musicart4310,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂🎉🎉🎉🎉😂😂🎉😂😂😂😂😂😂😂😂😂😂
@SushilKumar-sk1rx,its really nice
@SushilKumar-sk1rx,whats about Lucknow
@thepyl005,Jabardast 😂❤
@ronitsr1868,Amazing bro amazing 👌
@khushijain8568,for me it is one of the beet commedy ever
@harshitasingh7504,🔥🔥🔥🔥🔥🔥🔥
@anongirl3122,Kon hai ye banda..this was so funny..cheered me up in a stressful moment 🫶🏻
@THESOAMOFFICIAL,Laughing so hard 😂😂
@riteshchaurasia6866,Great sir keep it up
@SpideronOfficial,Arijit Singh aajkal Stand up Comedy kar raha hai 😂
@Sadhana_chhajlana,Bhadhiya😅
@ashishthakur8762,"King of comady 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂😂
😂
😂
😂
😂
😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂😂
😂
😂
😂
😂😂
😂😂😂😂😂
😂😂😂😂😂😂
😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂😂😂😂😂😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂
😂"
@hulagunner,Kya ghatiya comedy hai be
@adnanbarrawaz,😂🎉
@deepanshusharma76,Bhai kya gazab jokes laate ho tum.
@rajapatel8536,You are Narendra modi of stand up…..👌
@TTT_2006,Ye to meri life ka script hai😢
@suhail0622,12:15  😂
@ridewithshivay4165,Gobar ganja😂😂😂😂😅😅😅
@ridewithshivay4165,Ganja😂😂😂
@RKUa_1Mviews,Long time baad veg comedy dekh kr itna hasa m
@mahimsheikh6487,Best standup comedy 😂
@narendrasingh2896,😅😅😅😅😅वाह वाह वाह वाह वाह बहुत।
@blessyouindia3636,Nice bro😂
@modofmind,Nice sir 😅
@HRISHABHSONI94,Looking like Arijit...❤
@crazygkhub,Sasta arijit singh😂
@rin___-gm3yg,Fantastic ❤❤❤😂
@golugupta6147,Bakchodi mat karo 😂😂😂
@Malik_Simar____,Meri life ki script hai ye😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@Legacy_of_Gangstas,Osho ke trh bol rha h
@vinayakingle2146,Awesome video 👍👍👍
@MrMagic-bs5ug,Looks like Arijit Singh
@priyer74,Very Good Yaar.❤❤
@gitasingh8134,Gjb sir ji..❤
@bittukumarsah6012,Mast
@brahmotripanda1231,Sakal Arijit Singh jaisi 😂
@mohdayoubashfaq3552,बढिया है सरजी! पर विषयांतर बहुत अधिक है🏃
@knowledgeofcricket-nz2uz,Awesome yrr 😂
@77777dragonheart,Agent tiger
@SODORSAMANG,😂😂
@abhinavsinghbhardwaj9129,"Aag laga diye Ravi sir 
Aapka tarika hi alag hai ...
Best part aap slang kam use krte hai to kabhi kabhi ghar wale bhi dekhte hai....... 
Keep shining"
@tejaslodhari,5:50 maan to momos kha ke khus ho jata Hein....uss mein bhai jeeb lap lapa raha Hein 😂😂😂😂😂😂😂
@Truthseeker838,Office me chamchagiri pe video bnao yaar
@jagdishvaishnav1496,Koi alfaz hi nahi he ❤❤❤
@vishalmalav8786,Big fan sir
@pranithinge8210,Inspiration ❤
@anuradhavyas989,You are very very talented Mr Ravi and i am sure you do not need the support of foul language to win hearts. I sincerely hope you will change the face of stand up comedy with your clean presentations.
@adarsh4006,"Simple and direct jokes❤😂
No indirect jokes😂😂😂"
@AkashGautam-n3e,it's MO:MO not momos or start saying PANIPURIS
@CAP10_KING,You look like Arjit sigh lite 😂😂😂 sorry' 🙏sorry 🙏sorry🙏
@Game4fun107,audience me vineeta singh bhi hai 😂
@inderjeetsinghrathi3542,Sirra vr😂
@viratmaurya5080,kahaa reh gyi  bhuri.........ab tak maal tyaar ho jana chahiye tha🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣
@Manda-x9r,Bhai real descent comedian...no challenge
@rubymendonca3302,Bohot mast...I laughed on every statement of urs....😂😂😂
@md.asifimam842,"No abusive words, great herbal comedy. Ho sake to kuchal do.😄"
@sonalikrishav-sd5pk,"Different style, silly comedy and no brainer. Can laugh out effortlessly😂"
@anoldjohn,Bhai bohot mast video thi 😂😂
@komalverma833,"Very nice as usual...can you create stand up on marriage , intercaste marriage south north.."
@areeshashahzaib3864,😂😂😂
@ankushkhairi8106,U r awesome bhai... Majja aagya .. I was bit upset..but your video make my evening... Pahle aadmi ho bhai jiske khane se mene Bell icon b dabaya share b kiya aur subscribe b..
@nehashah9541,Superb. This one is epic
@vijaychauhan5151,Sasta arjit singh 😂
@SobujKhan-zk5zp,Arjit Singh kab se stand up comedy karraha 😂
