Username,Comment
@ashvindhakal4548,Arijit Singh started stand up  woww
@NeeteshZung,Arijit Singh as a Comedian.
@saeedislampurwale8323,You're the best❤❤😂😂😂
@mayank9184,never seen arijit singh doing stand up.... 😂
@kamnijoshi566,Seriously sir  you are the best ...i really need laughing therapy ...❤ 😂😂You are simply the best
@sudhir936,Bhai best show hai ever❤
@tambekaranand81,Besttt ❤
@sachinpalhere,Poora depression door kr diya🔥
@Paresh03,Life ke sabse chote 20 minutes.😂😂
@skandamurgan4378,Office mae Chai pucha Jata hai 2 baar milta hai
@priyanshuverma6836,aap bahut tarakki kro
@wabisabimd07,Arijit sir aap kon si line m aa gye 😅
@halfengineer3027,Next level comedy 😂😂❤❤❤
@SanjaySingh-yn2mt,What a standup comedy ❤maja aa gaya
@impravas27,"Jo insaan khud pe aur khud ka mazak bana sakta hai in a nicely manner, usse achha aur bada comedian koi ho hi nahi sakta. And that is the best part of Ravi Gupta!! ❤❤"
@arpitpandey981,Just wow c;medy
@nandan4u776,😂😂😂😂 very funny bro
@bishwajit9794,"20 min - khatm ho gya ,pta he nhi chala 😂😂"
@joydeepmukherjee9276,He is fuckinggg a genius in comedy.gifted man indeed .
@itzapplecandy,😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
@itzapplecandy,*#7 on trending* 😂❤
@wheelinghaque,listening to 1-2 minutes on Facebook reels to listening 20 minutes non-stop. Just Wowowowow.
@SyedAshraf-od9cl,❤❤😂😂
@Nitro_us,Very clean. Awesome 😎😂❤❤❤
@PratibhaMinj-u6d,Bhai mast tha
@cloud9records326,🤟❤️🔥.../$\
@Indian_Sourav_,Who think that he is look like arijit Singh 😂
@Akki_tabahi,👏👏👏👏
@kakuite,"मै यह भिडियो देखते हस रहा था। इतने मे मेरे पिताजि ने मुझे नल्ला होने पे जलिल किया। मै भि एक युवा होनेके नाते अपना एटिट्युड दिखाने वाला था, फिर मुझे याद आया कि रोज दो वक्त कि रोटि ओर रातको सोनेके लिए कमरा तो घरवाले दे रहे है, इज्जतका मुझे कौन सा अचार डालना है"
@HunterzkingYT,"Thodi late video 1 saal baad aati hai, jayda late hota to agle janam aata"
@indieanshul09,Arijit singh Doing Standup
@shivaekyogi9359,Video bahut chhoti hai ki time ka hi pata nahi chala
@kinjalbanker6414,Amazing 🤩
@ABHISHEKSINGH-ci5lq,😂😂😂😂
@roshanverma9276,😂😂😂😂 outstanding Man ♂️
@nikitasharma5637,U r too good men seriously 😂😂
@ShubhamKumar-ph4kh,gobar gobar hogya but maza aaiya
@KaliLinuxIn,Where is the YouTube's comment?
@kkkk-jv1vb,"Do stand-up comedy on_
 only 1 sister having 5 elder brother in indian society 
It's tragic comedy
I have the same.😂😂"
@shravankr4535,Bahut badhiya Bhai....am eagerly waiting for you video... excellent....
@kgkrishna118,Choki che 😅😅😅😅😅😅😅😅
@navisinghdhiman,jabardast
@bubaimandal5008,Agar Ravi bhai mere comment pe reply dete hay to may apne gf ko chhod ke padhai pe man lagaunga 😂😂😂😂
@veerrathee5648,जबरदस्त 😂😂😂
@yashikathakur1288,Mai 1 housewife hu or din bhar busy rehti hu pr apka show dekh k bhot accha laga Bhot bhot accha show tha. Bhot maja aaya.... Asa he shows ap banata raho.... Or aaga badhta raho....
@sunilbahuguna5561,Nice 👍
@mohammadsaliq8606,Your comic timing is amazing
@angikbhowmick,Disclaimer - Do not eat or drink while watching this... I repeat don't 🤡
@anjutyagi6378,gud 1🎉👍
@CHIRAGBHARDWAJ-v6p,bhai boht sahi
@kaushalk16,Superb
@LAKSHYA-l6o,broo what is name of that song which came in intro
@YogeshSharma-dz7cj,Mast 😂❤
@khanvlog614,Bhai aap sabke ab din aane wale hai bhav badhne wala.hai
@devijones1121,"Ohh bhai 😂this is pure standup comedy 👏👏
No gaali no faltu talk ❤❤"
@SukratiVerma.,Without any vulgar and abusive word what a pure comedy..bahut majja aaya.
@rishabhtete825,❤❤❤❤❤
@manwoman769,"Mazza aagya bro🤣🤣🤣🙌👍
Too good👌😘 laughed non stop throughout the whole video. Ek ke baad ek non stop badiya jokes deliver kre bhai ne😍🤩😂😂🫶🏻 You deserve lots of subscribers and great success🍀💖"
@mdgraphicsdesigner8098,Bahut acchi thi Bhai ❤️
@anujdhasmana4107,Sasta arijit singh lagte ho😂😂
@romanparvaj8626,"Arijit singh ka side business comedy karna bhi hai, yeh to paata nahi tha 😮😮😮😮"
@amlanbhattacharjee4033,Isnt he looking like Arijit singh?😅
@Moksh_01,😂😂
@amolkulthe1244,Bahut kaddak ho bhai aap❤❤❤
@nikhilshet9914,Masterpiece ❤❤❤
@A2Z4016,Arijit Singh 😅lite
@DrMokita,Hsna mushkil tha dost tune hsa dia 😂
@igganrajkolii9453,bro im literally crying
@waste_of_petrol,6:18 property short nahi shadi aaur dheaj ka karcha bhe Bach zhata😅😹
@glamorousgray,Awesome video...Excellent❤
@lakshyparwani3129,boooorrrrrrrrriiiinnnggggggggggggg
@YouMe-cr2vt,You are doing really great bro😊😂
@mangaworld1651,Stand up comedy by arijit singh 😂😂😂
@aniketlanjewar8749,Arijit singh ko comedy karte hue dekh acha laga
@NXTcipheR,His fb shorts r also awesome commentry 😂
@Myaccountyt,Why is Arijit Singh doing stand up comedy?
@mamtatindwani8181,Vary very nice 😂😂😂😂
@jethiya2035,Never let them know your next joke
@Rgaming1346,😂😂
@AbhishekPatel-mr7yx,😂😂
@er.mohansingh8832,"ABCD - ha ha ha ha, WXYZ - ha ha ha ha. zabardasti ki comedy lag rhi hai ye."
@filmiyatri246,Bahut aacha 😅😅maja a gaya
@msskhs7076,Fantastic
@deepakdecor8204,😂🎉😂🎉 bahut maza aaya hai bhaiya ji
@adityapratapsaini6115,Mast
@bharatlohar9430,मुंबई आना यार जल्दी.. Live show देखूगा..
@JITENDER334,You nailed it.
@143pns,Bhai ye intro song ka link share karo.
@bharatlohar9430,सोलो कॉमेडी मे बाप आदमी हॊ यार तुम.. लगे रहो... 👍🏻
@deepakkamble5983,Superr
@arnesh_kar98k11,Arijit Singh lite 😂
@Anurag-sk7jq,I love this comedy pure comedy ❤❤😂 bhut achha tha ye video
@HeeraBhatti-u3w,Very nice
@crazyforcricket2824,"Wow Bhai bahut badhiya
Bahut din ke baad"
@amitsharma2275,Hilarious 🤣 faadu 😂😂🎉
@sauravganguly9773,Insta dekh kar kaun kaun aaya hai?😂
@Kumarghugharwal,😁😁😁😂😂😂😂
@roooohit18,"Mini Vlogs ka extended version he ye 
Zabardast"
@manoj1526,Enjoyed a lot👍
@rubutogether6718,Dil khush ho gaya be😂😂😂
@sharukhmalik6809,Maza agya bhai
@sakshisinghal8661,Can anyone tell me about song which is in starting of the video
@AmiPatel-rn7om,Ek number 😊
@naveenroy6693,bhai bhai      bhai
@RohitRoy-jz3jd,Big fan sir
@sohanmishra9155,Poore 20min. 6sec tak meri 32si dikhti hi rahi  😂😂👌
@ytb.addict,Biography si lagri hai meri!
@trisha_rhymes,Mast
@profeserheist,Secret Agent from Instagram 🗿
@rajnishpathak3026,Nice video arijit singh
@ytb.addict,Pure misdirection 😂😂😂😂😂
@devnegi2611,😂😂😂 this is very funny keep it up 🎉🎉
@tanujtanmaypattnaik2897,Who thinks he is arjit singh lite version
@samsmahdizisun4776,When Arijit singh start doing stand up
@tush89,Mind blowing...
@EasyPhotoshopTutorial,Song name ?
@RahulKumar-gv1pd,"@raviguptacomedy bhai generally mai videos dekh ke aage badh jaata hu but tumhari videos jab bhi dekhta hu mere fingers automatically like and share button pe chale jaate h…



Superb man! Genuine humour and laugh . Keep it up."
@anantaggarwal4888,1 like=100%marks in exam
@loka-zs5pq,WHY NOT FUNNY 😅😏
@harshmehtavlogs62,Bhai genuine mazza aaya❤
@limitless7197,6000/- wale jock nhi hai😢
@prabhattrivedi5234,Sasta Arjeet singh
@ENGGMOHIT-ip7jo,😂
@DasarathaMahantaOD09,❤
@Durgesh_pratap_choudhary0091,😂😂😂😂 bhaii bhaii ... Jaldi kisi vidoes pr comments nhi karta mai bus dekh kar nikl jata hu magar apka stand-up must h
@shubhamyadav1144,ATTENDENCE -----who can't Stop laughing 😅😂
@govindgorasya3372,Comedy aapke Dil se nikalt hai ravi bhiya
@piyushsaxena17,Good comedy..Paisa vasool
@Rittu_88,Bhai you just became my favourite
@govindgorasya3372,Ravi bhiya i m big fan of you
@bhavikkumargevariya1386,khatarnaak
@shubhamyadav1144,😂😂 what a comedy😂😂😂
@rohitagarwal482,Best best❤❤
@akshitabhavsar3960,1 day ago & 10 lakh views! 😳
@fantasyplay121,you are my fav comedyen
@Ark_Shortclips,This will go viral 🔥😂
@laxmikantsoni14,मैं चाय पीते पीते ये वीडियो देख रहा था मेरी तो जीभ ही जल गई 🥵
@whatraunikvlogs9945,Please support me 😢
@ashutoshtiwari6936,Very bad video hai mat dalo please
@gaurangdiyora1104,😂😂😂
@reshmarai6633,Thank you brother for your lovely content
@AmitKumar-uu6dl,"6:30 Main to itna gareeb hoon ki 
Mere paas  to paidal chalne ke liye bhi paise nhi hai  😁"
@AnirudhaKumar-s7j,"Video was ❤❤, but but but... please tell me ki chasma JJ ka nhi h.... or agar h to kitne ki li? 🙂🙂"
@NareshKumar-jr7pi,Bhai yrr natural bolo humor khud ayega
@bhuneshwarsingh630,Beautiful comedy
@abdulsubhan692,Intro song please 😭😭😭
@sapnamurmu928,Arijit Singh comedian bn gye?😮
@Tikkku_official7,Who come there after see in Instagram 😅
@nilendusahu2998,Sasta arijit singh😂
@Kalpesh_Mhatre,Didn't expect that Arijit Singh will do stand-up comedy.
@priyankakale7935,Listened to you for the first time. Lit content 🔥🔥
@bilasrout14,Awesome video boss . Bahat din ke bad u back with bang
@roqaiyazareen9452,This was amazingly hilarious 😂😂😂 i really enjoyed the video plz keep uploading the video kyuki mere pas paise nahi hai ticket khareed ke show dekhne ke liye😅
@RohitSharma-nx2kp,😂😂😂😂
@harpa302,"Paisa vasool act! Keep it up, man!"
@rpatil8568,Ye Arijit Singh kabse comedy karne laga?
@santoshijyothi7661,Wow 😂
@Priyog816,"2nd time sun ri hu has has kar 😁😁😁😁😁 maja aa gaya ,plz aur bhee videos upload karo😅😅"
@sagarkhatikami9909,mal aacha tha
@MahaveerSingh-rm3ti,"Superb bhai u have proov that good comedy ,positive  humour also come witout using  vulgarity & abusive words"
@daddyyanky7310,🤣🤣🤣🤣🤣🤣🤣🤣
@justAbhi0721,That iPhone one was very resonating to me 😂
@rajudhende6305,Bas gaana miss kiya😂
@tarunapatel833,Mai jaldi comment krti to ni but Bhai mza agya😂😂😂
@sairaj_talaskar,When did Arijit singh switched career
@the_yogi_in_process,I love your content because you don’t offend/ridicule  anyone. I can watch it with family as there’s no vulgarity. Hilarious and light hearted. Love it! Thank you!
@studypoint9457,Itni hasi kisi me nhi aayi bhai….gajab
@dhritiverma509,Broo❤
@chanderprakash3611,❤❤❤❤
@mr.sachin494,❤❤❤
@eternalsingh5270,Bhai tumhari umr bahut lambi ho aur mazedar ho
@ajayy4461,You're amazing 🤩
@pankajchouhan6234,40 seats pe 40 audians beithe hai 1 seat ka 500 karke maan leta hu 20000 ek show se utha raha hai ravi vaiya.
@ayushgupta2428,I laughed a lot 😂 thank you
@rv8369,😂😂😂😂😂
@SalmanKhan-kc9tg,Bhai isi tarah maal phookte raho aur hame hasate raho😂😂😂
@Rahuljeetwal,Fuck men....itne time se video dekhta aa raha hu Aaj pata chala subscribe nahi Kiya.
@mahakalbhakt7479,Look like Arijit Singh
@rptech6902,😂😂😂❤❤
@SUVAYAN_DAS,Superb 😂😂
@daaru.badnam,Maza aa gya bhai ❤😂😂
@amitkumardash1521,That mutne wala part was for me 🤪😝🤣
@harshvardhansingh9832,Nice comedy by Arijit Singh
@gurpalsingh167,"Good job😂😂, bro"
@nishantpathak1338,Awesome awesome ❤😢
@lobsangdelek8806,at first glance i thought he will sing a song as i thought its Arijit Singh😅🤣🤣
@vishnunittian,Too good. Awsum dude 😅
@Darshnik_Suraj,मुझे लगा ये मार चुका है 😂😂😂
@indianoemcasaginasio07,So this is what i called stand up keep it up bro love it
@vijayvikramvinesv7542,Ravi Bhai 😂😂
@Ud0611,😂😂😂😂
@Yashroyk,Faadu bhai😊❤
@kamlesh_singh_Rajput,0:15 song name pls
@krantikaricomradevlogs,Mast tha Bhai ❤❤❤
@Rakeshsah131,It's real comedy
@DeePod205,Great ❤
@multypurposechannel8258,You are such a great comedian bro in whole india
@yourchannelofficial5746,Osm
@LakshmiNarayana-iv8hh,Hey Arjith singh
@gouravsinghdhakad9442,"Have fun man, good jokes and nice ideas"
@RahulRajput-dc2gj,This one is awesome👍👏 shared the same
@DeAdPo0L2023,Arijit Singh always my favourite
@yuvstargaming6752,Bhai arjit singh ye kis line me aagye ho app
@HukamSingh-c7n,Itne saare joke punches m to baaki comedian 5 video nikal dete
@umartaufique7347,❤❤😂😂😂😂😂😂😂😂😂😂 thanks  Ravi sir
@Anirbaan.,Sahi hai Bhai.❤😅
@Abucraft1,Looking like arijit singh
@jbchakraborty1968,भयंकर टाइप के रद्दी आदमी हो। अपने साथ साथ मुझे भी आलसी बना डालें हो और अब मैं भी भैंस खोज रहा हूँ.....😂😂
@freshvloginfo123,Munnabwar se lakh gunna acha hai vai
@aakarshkumar1217,Best
@freshvloginfo123,1 year baat vedio bah vai
@KAVYANPATEL,Gajjab
@geyatasharma367,Laughed so hard after so long... Keep it up!!🎉🎉❤❤
@shariqueansari693,Intro song name anyone?
@mr_p_a_g_l_u,So funny 😅
@siddhanthojha3196,Arijit Singh 2.0😎
@harman9406,Pehle ki video ke comparison bhut avg tha
@zarbehaidri1152,"Ab tak mai Zakir khan ka fan tha ,, O gupta gi Aaj se aapka bhi hogya 🤚
Bahot badiya"
@Renee-hk3rn,Excellent comedy 😅😅
@Onlycomedyultimate,No Good 😂😂😂😂 very  very good
@ayushkbhargav3461,Nice
@DeepakYadav-br8jc,"what a showw 
man"
@mankiratsingh9819,This is simply wow..I am fortunate to see this masterpiece 🎉
@SujeetKumar-sn3sg,Man tht maal joke by end was funny as hell..i almost died laughing 😂😂
@MrLeonardnaidu,Too good brother 😂😂😂😂😂
@shahrukhmogal2281,1 saal me ek video..aisa kyun 😢dil maange more
@skyinearth,16:09 Devesh Dixit bhi fan hai aapke🥰🥰
@rajanitewari4,Really loved each and every bit...no vulgarity no abusing word and yet delivered a fantastic stand up performance...greattt job😂
@mohammadabuzer5427,"Bhai cooler ki tanki paint maarte maarte tere videos dekh raha hu..
Just office wala bhi dekha 
Wapas yaha ye bolne aaya hu ki
*OFFICE PART 2* chahiye HUMKO"
@TheMountainMusic,DOLMA AUNTY TUMARI HI AUNTY HAI KYA ?? 😂😂😂 LOVE FROM ALMORA ❣
@shefalijha6369,"OMG! hilarious, too good"
@rahuldadhich8658,WORST translation in the history of SUBTITLES. LOL
@sansuldongre9075,Love the way he delivers jokes 😂😂
@SM_Tech,Ek number yaar 😂😂
@RRedSSky,Bhai itni dair kar di poora Pakistan wait kar rha Tha apki video ka
@BabarAhmad-br8fw,Bhai mast hai video maja agaya pehli baar dekha aapko par bahut maja aya 😂😂😂😂 love you bro
@Godlviper788,Osm😂
@prabhakargupta2483,"Awesome, very authentic and humorous 👏👏"
@arg4570,FAADU ❤ Bawaal ❤ & BLOCKBUSTER ❤
@jeshhere,Crazzyyyy bhaiiii!!!!!
@MJ-solosinger,Jb sochoge tb lgegi bat bhut relatable h
@ayushgupta-vp4kb,Zabardast
@thejitendrachauhan,आतंक मचा रखा है इन गुप्ता जी के लड़कों ने यूट्यूब पर ❤😂
@Peace_seeker,Ye wahi hai na jo Instagram m ulti sulti baten krta h😂😂😂😂❤️
@Vinodrouniyar,"Awesome brother👌 enjoyed a lot...after so long, I laughed a lot. Thanks. Keep on putting smiles on everyone face with your fantastic humour 🙏"
@lalbahaduraarya8050,Mst bhai
@samruddhiduthade4188,He almost look like arijit singh😂😂
@Cricketer_786,Abeyyy yaaar😂😂😂
@shahariyarakib5300,"You are awesome, bro 🖤"
@RaviFoodieNvlogs,😂😂
@sabinayasmin7269,Bich bich Mai Ravi looks like Arijit Singh aisa sirf mujhe hi lag raha hai kya🙃
@the_haryannvi_coder,Pet fatt gya hans hans ke.🎉
@Jerry_Choudhary,Legend
@jiteshharwani1655,Best🤌🏻
@Bodhpedia,Song kha milega ye intro waala
@alakhchandgupta2025,Worth every second 😂 You nailed it !!
@What_About_Tommorow,Yeh intro song kaunsa hai
@mahipatsinhdodiya2519,😂😅
@mysteryoflove24,😂😂😂😂
@RudrA-v3k,Arjit Singh doing stand up comedy 😂
@JeshferRowtia-fc1qc,"Superb 👍
Love from Assam💕"
@rajeevmittal3470,Genius❤❤❤😂😂😂😂😂😂😂😂😂😂😅😅😅😅
@sagarkunwar3976,Varanasi ❣❣
@waqarsiddiqui590,"Australia se Juuta Liya... Ynha aa kr dekha, Isme to Made In India likha h 😅😅😂😂😂"
@shahilali4196,Mast hai sir
@sandeeptopno8706,Bahut mja aa gya 😊
@SaifKhan-wi7bq,गज़ब दोस्त 😂
@ratnavishwanathan7204,Keep it up!
@sagarkunwar3976,Rishikesh ❣❣
@sulabhrathore7507,Gajab one of the best comedian ravi gupta
@sagarkunwar3976,Gareebi 💔💔
@sonawankhede2968,😂😂😂😂
@NareshSingh-kw6mb,Keher 🔥🔥🔥🔥🔥
@sanjeevrajput2942,Hilarious!!!!
@subaktagin,❤❤❤
@priyanshugupta7305,"First time aapki video dekhi bagal waley room mey mummy so rahi hai maine kaise hasi control ki hai mey he janta hu.
Mst video hai bhaiya with minimum abusive words 😂❤"
@malikmohsin13,"Man oh man you're genius
You have mastered the skills"
@dhruvyadav1992,😂
@sushilsingh-mi9mt,impressive 😍
@sagarkunwar3976,Uppar wala ❣❣
@shahshreyansh855,Bhai ne mera upper story likhdi 😅
@shabihasan3800,Bhai maza aa gaya dekh kar
@Trackandshield,Mildly funny
@arjunsrivastava5104,😂gjb aapke videos fb pr b dekhe h maine kyi
@PintuPelu-m8g,Suberb bro
@abhishekrana8642,Love from Uttarakhand ❤
@Kartik.sharma764,this was sooooo good😂
@SumitKumar-wz7ys,Thanku brother you made my day 😄
@simranpreetkang276,Bhut vdia
@abhishekrana8642,❤
@tirtheshop3326,Haste haste pet dard dene laga tha sir 😂😂
@narender7251,😂
@ambujkumar6752,Best ❤❤
@simranpreetkang276,Perfect punch line😂
@tewanyt09,Secret agent 😃😃
@siddharthaghosh2754,THIS IS STANDUP.❤.
@PratishGolchha,Amazing Content.. Vey New Style..!! 😂😂
@viratsingh1966,Verry good brooo
@Kabootar10,Sup...❤😂
@pratikmakwana3710,Effort maro chale jao....
@Lonestar91,😂😂😂😂😂 jhund me to suwar aate h & bulla ki jana mai kon were few of the best punches 😂😂😂
@KRiSHNAMUSiCALWORLD,"mind-blowing bhai 😂... but honestly,  aap aur aap jaise kuch gine chune hi comedian rah gye hain jo sach me comedy kar rhe hain, baki to sab comedy k name pe crowd work me lage hue hain"
@Nilanshu9,Dil halka kar diya bhai apne😊
@roonix10,Definitely one of the funniest standup videos in YouTube. Was laughing on each n every punchline😂
@paripandey45,Par mereko to apna bacha chahiye tha was 😂🤣
@Tradervats01,"Bhaaiahaab 😂😂 kaha the bhaai aap 
Kbhi youtube ne videos suggestions me nhi diya"
@rohitanandprakash6647,𝙎𝙪𝙥𝙚𝙧𝙗
@01antimattera,kis kis ko Ravi bhai osho prabhi ki tarah lgte h awaz se 😂
@shiibugupta7440,😂😂😂
@MyAdarsh007,@Ravi Gupta - Bhai ji hum fan ho gaye aapki comedy k 😂
@santoshundi9656,Awesome work
@AISIS-W9,0.16 to 0.33 intro music se pata chalta hai ki Ravi sir apna neya gana lane Wale hai
@KrishnaSharma-jx3oy,Sasta Arijit singh 😁
@rappinster796,😂😂
@Tradervats01,Arijit singh 😮
@rajasarkar2145,Spellbound ❤
@abhies2379,😂😂
@Xavierpng,"This is called actually real stand-up comedy,no any abusive words, on any jokes on  his audience, no disrespect any public. The video is full of Joy"
@kumargaurav5518,Bro gaand faad performance
@hardikchaurasia6407,Arijit Singh !
@mayanksaini4449,I have loved Ravi's other standups very much but I didn't find this funny till metro part and I stopped watching after that. Now I am confused is something wrong with me today or this video was so so. I am not being hateful.. I really do not know for sure.
@dvd-deciusvideosdaily5030,Thumbnail mei to Arijit Singh lg rhe ho
@kusumjha7726,Meet you on 1 March ❤
@vipscreations4086,Baap of Stand up comedy it was 😅
@R_inao,"bro your comedy is like watching a meme review channel
every joke is different"
@ZenBen-u7e,"Video to mast hi hai,ab to main bhi soch Raha ki standup comedy suru karlun 😂"
@oyy_pathan_,Mission ka ka hua Bhai mission pe dhyan do 🫂
@ishidauchiha6494,Kyaa lamejokes
@pdf16500,"Punchline density of this video is 99.99% . Awesome, bhai, Awesome 😎😂❤❤❤"
@AnujPurohit-ug2yq,"नहीं मैं तुम्हारा काम नहीं करूंगा
मुझमें एटीट्यूड आ गया है"
@HritambharaPatel,Bhut Mast hai 😂😂😂😂
@DKKUMARR,Genius bro 😂😂😂😂😂😂
@saritakushwaha101,👌👌👌🎉🎉🎉🎉🎉🎉🎉
@princesharma3112,bhot hi badhiya gupta ji
@anujnegi6218,What's the song playing in the starting?
@MdMasud-157,Love ❤
@HarshKumar-lk7yu,Moj kar di sir 🥸🤣🍻
@AllinverseMJRD,Are arjit singh ... Bhai bs kar bhot hasi a rahi h 😂
@akanshathakur853,Super 😂bhaiii
@ankitbhilala465,Agent ki video aa gayi maja aa gaya😂😂🙌
@sparshaagarwal029,Great 👏❤
@sssshivam643,आनंददायक❤
@therealitypredictor7515,Bro looks like a fat Arijit singh 😂😂
@syedmohsin9618,🧡🤍💚
@altaf3327,Welcome to Ranchi bro 26 ko milta h ❤
@DeepakKumar-rn8ko,love it♥️
@nightmayor6114,"Singer
Music Director 
Stand Up comedian

Arijit Singh is truly a man of many talents"
@k2mountains110,❤❤❤
@shobhittiwari9959,Wow😂😂😂
@chetanjoi,"Bhai Ek Number, Attitude is bharpur"
@Oito-ju5nv,Sabse chota 20 minutes
@wildshubham1579,Meri baat ho rahi hai😅😂
@Fuffabadmas.,Bdiya thi video
@darshan7806,Ek dam funny
@shreyasharma5096,And that’s called real attitude guy ❤❤…. Keep growing bro🎉
@DevanshuArya,Very refreshing and truly 'fresh maal' lol. Self deprecating humor is highest quality humor. Best.
@jayeshjagtap1119,Great sense of humour bro....keep it up...👍👍👌
@vishalpatel4585,Mza aa gya bhaiya
@riturajpal1208,4:49
@Ninety_Seven97,"Other comedians -story telling
Ravi gupta - STANDUP COMEDY"
@JUSTBOYSTHINGSS,"Wallah every line is a punch line, awesome ,  love from Pakistan  🇵🇰"
@surajs9kumar569,Muje bhi maja ane ke alawa koi option nahi tha maja ana hi tha 😂😂😂😂😂
@dr.strange1447,No bad jokes.... Awesome comedian but very underrated 😢
@bond5073,😂😂😂😂😂😂😂
@vishwavijay9342,0:16 kiska gana h?
@SabuCyriac,Bro amazing comedy. But aapke show me itne kam log kyu he.❤
@RajeBest286,Super se Uper.......bhaiya ji.....kabhi ayiye na Hamara Up me
@vijendrakhernar2806,Ek topic se dusre topic pe bahot smoothly jate ho
@sangram1122,hahaha hilarious 🤣🤣
@PrajaktaShinde-i1h,Fire
@pinakshinayak2213,😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣
@Join_My_Teligram_channel,Hello 😂❤
@k_aa_l_i,Gajab😂
@krishnasaraswat9471,Awesome work sir..❤ Enjoyed each and every line....Thankyou for bringing out these jokes to which each and everyone could connect.
@Pragya_453,"Thank you Ravi sir
Really stress buster ❤😂"
@krisnavishvakarma2691,Bhai bhai 😂😂😂😂
@PDShorts777,Vlog dekhe h
@rajnizamre7717,"Video like bhi kar di, family group friends group pe share bhi kar di... aur comment bhi kar diya... ab kaide se comment padh bhi lo"
@JokerGaming-xk9ew,15:24
@CarsSupercars,Guptain ji - Momos nahi 😂😂😂 Momo ❤❤❤
@mrrocstarravikant,6:29 😂😂😂
@anuragsiddhartha3004,"Love from german bakery, Tosh, HP"
@sajalrastogi3904,This is not your best work. But still brought smile on my face. Good work!
@ankitsarang,Wahh mere sher.
@purti1101,Mujhe kr liya karo msg😍
@deepti1292,He talks like pankaj tripaathi and look alike arijit singh😂
@singhyuvraj9597,Awesome 👍👍👍😎
@satyamrai9665,Laga nhi tha Arijit singh me itna attitude hoga
@monsterdigga99,बहुत बढ़िया भाई जी ❤
@Anythingunboxing2001,भाई साहब दिन भर हस्ते हस्ते दिन कटे गाए 😂❤
@conceptclassesbysiddhant7923,😂😂 Gajab bhai
@asknowledge5527,Scooty nation vahan nhi hota bhai goa ik state h rajjiya vahan hoga 😂😂😂
@amolsathe6249,Tooo good😂😂😂
@lizalcngg5037,Love from nepal❤❤❤
@rajankpandey,😂😂🤣
@learngrow691,Yaaaar my favvvvv
@akanshalakra1927,❤❤🤗🤗
@harpalgida5939,Arijit Singh standup comedian kb bn gya😮
@bhahubalifrommaheshwati812,bahi ye song ka link dedo
@rahat3376,Arijit singh app ye kis line pe aagaye
@shubhamthakur8343,No doubt Ravi Bhaiyya is one of the best Stand up and shudh comedy content presentator ...but kuch kuch punches itne khaas nhi the still log bina vajeh has rahe aisa laga haise unko jhuth hasne ke paise diye gaye hon.. although some of punches were brilliant 😂...god bless Ravi bhaiya
@ThePainkilller,Thanks for showing me almost the whole movie through the trailer. You guys saved my 250rs ✌️✌️
@NEETAsp2025-t1c,Who thinks he looks little bit like Arjit Singh..😅
@yasharth098,Arijeet Singh strikes again
@nikhilsourav5243,Funny af😂
@rishabhsrivastava1843,Simple jokes yet funny.. making jokes on himself for us to laugh on ❤️
@sufiyankhan5770,Yeh arijit Singh ne stand up kabse shuru kardiya 😳😳😳
@ankit8269,he looks like arijit singh
@purti1101,❤❤❤
@goldivardhan3225,Sir ❤😊
@SheldonSalace,😁👍👍
@ahanaIAS,Song name ?????
